symbol,Date,close,high,low,open,volume
DATA,2015-03-19,97.45,98.5,96.5,97.83,688916
DATA,2015-03-20,93.96,97.96,93.21,96.25,951569
DATA,2015-03-23,94.08,95.25,92.79,93.53,1032549
DATA,2015-03-24,93.68,95.99,93.23,94.46,858580
DATA,2015-03-25,90.73,94.04,89.34,93.78,881374
DATA,2015-03-26,92.79,93.1508,89.34,89.34,823021
DATA,2015-03-27,93.24,94.37,91.54,92.45,707567
DATA,2015-03-30,93.09,94.46,92.52,93.32,479698
DATA,2015-03-31,92.52,92.88,90.961,92.7,622722
DATA,2015-04-01,90.97,92.724,89.5,92.6,703617
DATA,2015-04-02,91.27,91.75,89.7,90.93,486645
DATA,2015-04-06,93.04,94.04,90.14,90.31,811586
DATA,2015-04-07,94.95,96.4,93.85,93.96,787184
DATA,2015-04-08,97.23,98.16,95.08,95.4,854024
DATA,2015-04-09,96.76,97.95,96.21,97.48,426018
DATA,2015-04-10,97.22,97.28,95.93,97.26,583220
DATA,2015-04-13,95.79,99.4,95.46,97.29,717324
DATA,2015-04-14,95.5,96.646,94.31,96.22,555143
DATA,2015-04-15,96.05,96.5,95.02,95.92,530122
DATA,2015-04-16,101.16,101.68,96.35,97.47,1396282
DATA,2015-04-17,95.07,98.83,94.05,98.53,1989932
DATA,2015-04-20,95.31,96.34,94.139,95.45,860579
DATA,2015-04-21,98.85,99.25,97.14,97.3,913355
DATA,2015-04-22,98.72,99.73,97.8967,99.44,824132
DATA,2015-04-23,102.2,103.13,97.91,99.28,1347645
DATA,2015-04-24,102.4,103.4,101.79,103.23,939689
DATA,2015-04-27,99.91,103.36,99.34,103.35,1042137
DATA,2015-04-28,99.58,101.3,98.02,99.94,530206
DATA,2015-04-29,100.35,101.9999,97.11,98.91,1105591
DATA,2015-04-30,97.84,101.21,97.34,99.25,820186
DATA,2015-05-01,97.77,99.52,96,98.91,882737
DATA,2015-05-04,99.14,99.73,97.8,98.75,777875
DATA,2015-05-05,97.27,99.75,94.79,98.6,1268438
DATA,2015-05-06,96.75,97.92,95.2,97.92,990189
DATA,2015-05-07,97.43,98.26,95.79,96.66,2427425
DATA,2015-05-08,110.69,112.58,105.75,106.66,5365330
DATA,2015-05-11,112,113.6183,110.1301,110.78,1570648
DATA,2015-05-12,110.15,110.82,107.34,110.05,1678854
DATA,2015-05-13,110.84,111.47,108.16,110.25,1230675
DATA,2015-05-14,112.66,113,109.501,111.78,1228343
DATA,2015-05-15,110.09,112.5,109.8,112.5,930692
DATA,2015-05-18,111.91,112.5,109.12,109.12,1166945
DATA,2015-05-19,114.3,116.042,111.91,112.52,1795295
DATA,2015-05-20,113.33,115.39,111.5801,114.97,933755
DATA,2015-05-21,112.96,113.956,112,113.93,861850
DATA,2015-05-22,113.36,113.56,112.01,113.56,695985
DATA,2015-05-26,112.61,113.25,110.2,113,1047612
DATA,2015-05-27,114.86,114.97,111.32,112.87,612962
DATA,2015-05-28,113.23,115.5,112.69,114.29,619298
DATA,2015-05-29,113.21,114.5,111.18,113,592989
DATA,2015-06-01,112.9,113.93,111.28,112.62,898813
DATA,2015-06-02,112.9,113.88,111.276,112.74,525234
DATA,2015-06-03,114.87,115.78,112.99,113.3,673967
DATA,2015-06-04,113.51,114.95,112.11,114.38,477967
DATA,2015-06-05,115.6,116.87,112.99,113.05,710014
DATA,2015-06-08,113.64,116.34,112.82,115.11,681206
DATA,2015-06-09,116.27,116.92,112.11,115.03,857755
DATA,2015-06-10,117.73,117.82,114.14,117.28,874786
DATA,2015-06-11,119,119.44,117.8,117.8,807205
DATA,2015-06-12,119.08,119.91,117.11,118.21,801881
DATA,2015-06-15,120.75,122,117.8,117.95,941002
DATA,2015-06-16,120.6,121.5999,118.5,120.43,767240
DATA,2015-06-17,120.75,123.4,120.13,120.71,1004816
DATA,2015-06-18,122.54,123.4,120.11,120.99,979452
DATA,2015-06-19,122.81,123.98,121.15,122.37,1702836
DATA,2015-06-22,121.54,123.96,120.56,123.81,753879
DATA,2015-06-23,122.16,122.86,121.3,121.92,417956
DATA,2015-06-24,119.68,122.55,118.59,121.9,645708
DATA,2015-06-25,120.56,121.8,119.75,120.42,595221
DATA,2015-06-26,116.86,120.51,115.04,120.51,1541926
DATA,2015-06-29,113.81,118.82,113.54,115.4,1182470
DATA,2015-06-30,115.3,116.99,113.35,115.22,1491096
DATA,2015-07-01,116.98,119.38,116.65,116.74,779520
DATA,2015-07-02,117.11,117.7099,115.07,117.35,531597
DATA,2015-07-06,116.81,118.17,114.713,115.34,602222
DATA,2015-07-07,117.51,118.27,113.87,116.67,993753
DATA,2015-07-08,116.26,118.38,115.59,116.32,779955
DATA,2015-07-09,119.45,122,117.46,118.37,947664
DATA,2015-07-10,121.01,122.49,119.11,120.87,727754
DATA,2015-07-13,120.64,123.33,120.1,122.88,582130
DATA,2015-07-14,121.78,122.23,119.61,121.06,621410
DATA,2015-07-15,121.48,122.25,120.455,122.25,521046
DATA,2015-07-16,125.09,126.93,121.64,122.52,1040405
DATA,2015-07-17,126.34,126.75,124.64,125.76,626905
DATA,2015-07-20,128.15,128.63,126.07,126.25,724634
DATA,2015-07-21,127.57,128.604,126.24,127.72,454855
DATA,2015-07-22,128.74,129.71,126.48,126.6,606619
DATA,2015-07-23,127.27,131.34,127.06,129.02,719544
DATA,2015-07-24,127.44,131.17,125.54,129.54,1155846
DATA,2015-07-27,125,128.37,123.76,126.01,928264
DATA,2015-07-28,127.07,127.265,122.772,125.85,1229639
DATA,2015-07-29,113.49,114.19,97.67,105.79,11066000
DATA,2015-07-30,106.84,111.89,103,111.78,3436133
DATA,2015-07-31,104.74,107.61,104.32,106.48,1295449
DATA,2015-08-03,101.34,105.78,99.17,104.29,2714752
DATA,2015-08-04,101.18,101.63,98.93,100.54,1374315
DATA,2015-08-05,103.94,104.73,101.6,101.6,1149906
DATA,2015-08-06,99.25,104.37,98.94,103.71,1359217
DATA,2015-08-07,101.77,102.68,98.61,100.03,1311750
DATA,2015-08-10,103.9,103.96,101.48,101.85,1196187
DATA,2015-08-11,102.16,103.63,100.38,102.556,1108284
DATA,2015-08-12,103.05,103.09,100,101.1,988376
DATA,2015-08-13,104.25,105.4,102.11,102.93,1095156
DATA,2015-08-14,107.44,109.395,103.56,103.85,1999249
DATA,2015-08-17,106.49,107.98,105.31,107.18,996856
DATA,2015-08-18,106.04,108.4099,105.34,106.5,783424
DATA,2015-08-19,104.56,107.08,104.048,105.03,771340
DATA,2015-08-20,100.6,105.2,100.3,103.79,1234899
DATA,2015-08-21,99.48,101.5,98.09,98.76,1581641
DATA,2015-08-24,94.82,101.73,89.84,89.84,1794537
DATA,2015-08-25,94.87,100.87,94.62,98.48,1655052
DATA,2015-08-26,96.36,97.545,92.56,97.06,2028607
DATA,2015-08-27,97.33,99.4,95.05,98.232,1228444
DATA,2015-08-28,97.16,98.19,95.83,97.1,1044406
DATA,2015-08-31,94.17,98.57,94.045,97.15,2533949
DATA,2015-09-01,91.72,93.86,91.36,92.41,1453487
DATA,2015-09-02,95.5,95.64,92.02,92.79,1074574
DATA,2015-09-03,95.08,97,93.86,95.95,723230
DATA,2015-09-04,94.68,95.8,93.63,93.7,588055
DATA,2015-09-08,95.66,96.7,93.07,95.54,1489159
DATA,2015-09-09,93.42,97.35,93.17,96.41,748681
DATA,2015-09-10,93.65,94.745,91.64,92.7,1001616
DATA,2015-09-11,93.8,94.74,93.11,93.41,711667
DATA,2015-09-14,94.39,94.52,92.78,94.1,653091
DATA,2015-09-15,93.01,94.38,92.43,94.19,1195677
DATA,2015-09-16,91.52,93.33,90.13,93.02,1829121
DATA,2015-09-17,84.81,91.66,84.42,91.51,7520182
DATA,2015-09-18,84.68,84.94,81.5,84.11,4365052
DATA,2015-09-21,86.48,87.5,85,85.25,2445786
DATA,2015-09-22,83.5,87.09,83.09,86,1515601
DATA,2015-09-23,84.56,85.02,82.91,84,1138922
DATA,2015-09-24,85.59,85.98,82.83,84.11,1385588
DATA,2015-09-25,82.99,86.9999,82.13,86.49,814081
DATA,2015-09-28,79.25,83.25,78.59,82.63,1551171
DATA,2015-09-29,77.58,80.43,76.01,79.22,1629648
DATA,2015-09-30,79.78,80.24,77.03,78.62,1287715
DATA,2015-10-01,82.2,82.37,78.68,79.36,1527649
DATA,2015-10-02,84.31,84.39,79.16,80.48,1294614
DATA,2015-10-05,83.19,85.15,82.6601,84.3,1302994
DATA,2015-10-06,80.93,83.53,79.405,82.71,1190481
DATA,2015-10-07,83.09,83.41,80.15,81.4,992801
DATA,2015-10-08,79.56,83,79.22,82.9,1221993
DATA,2015-10-09,83,83.3,78.28,79.86,1298443
DATA,2015-10-12,84.46,84.8,82.08,83.05,1395230
DATA,2015-10-13,84.24,85.97,82.7,83.94,1696369
DATA,2015-10-14,81.77,84.6086,81.04,84.05,1030567
DATA,2015-10-15,82.95,83,80.31,82.07,975050
DATA,2015-10-16,85.05,85.09,82.31,83.36,999431
DATA,2015-10-19,85.52,89.06,84.56,85,1427930
DATA,2015-10-20,86.81,87.64,85,85.39,1255816
DATA,2015-10-21,82.25,87.52,82.07,87.52,1325616
DATA,2015-10-22,83.82,85.804,82.9,83.15,1380943
DATA,2015-10-23,83.7,85.68,83,83.32,1741620
DATA,2015-10-26,82.53,84.08,81.16,83.77,1005134
DATA,2015-10-27,80.96,82.3,80.5,82.29,1348162
DATA,2015-10-28,83.94,84.87,80.14,81.05,1450795
DATA,2015-10-29,81.72,84.28,81.5,84.1,717287
DATA,2015-10-30,83.96,84.19,81.78,82.34,927305
DATA,2015-11-02,86.19,86.91,83.61,84.42,989682
DATA,2015-11-03,85.93,86.91,85.21,86.07,854230
DATA,2015-11-04,87.81,88.23,85.86,86.48,1355351
DATA,2015-11-05,84.39,87.22,83.55,86.29,2543298
DATA,2015-11-06,102.44,104.92,98,98.71,4767400
DATA,2015-11-09,100.05,102.44,97.84,101.81,2010901
DATA,2015-11-10,96.29,97.89,95.2508,96.55,1652241
DATA,2015-11-11,96.75,96.93,94.33,96.27,1490613
DATA,2015-11-12,95.1,98.5,95.02,95.51,1081939
DATA,2015-11-13,93.58,95.53,93.05,94.67,747162
DATA,2015-11-16,92.52,94.41,90.59,93.13,1314342
DATA,2015-11-17,93.74,94.47,92.53,93,1079086
DATA,2015-11-18,95.09,95.4699,93.5,93.93,772794
DATA,2015-11-19,93.87,95.69,93.44,95.02,695657
DATA,2015-11-20,93.59,94.835,92.65,94.25,618433
DATA,2015-11-23,94.73,95.96,92.83,93.54,877158
DATA,2015-11-24,95.02,95.43,93.04,93.8,1080509
DATA,2015-11-25,96.96,97.48,94.53,95,993062
DATA,2015-11-27,97.67,98.68,96.64,96.64,596572
DATA,2015-11-30,97.03,98,95.795,97.64,799940
DATA,2015-12-01,97.61,98.15,96.25,97.4,733026
DATA,2015-12-02,94.99,97.81,94.524,97.5,828021
DATA,2015-12-03,92.45,95.58,91.05,95.24,1218141
DATA,2015-12-04,94.1,94.2,91.79,92.68,753528
DATA,2015-12-07,92.57,94.11,92.18,93.25,664860
DATA,2015-12-08,93.63,94.03,91.2,91.44,834295
DATA,2015-12-09,91.25,93.93,90.88,93.5,602458
DATA,2015-12-10,92.43,94.2,90.86,91.49,838391
DATA,2015-12-11,88.23,91.79,87.88,90.79,959456
DATA,2015-12-14,88.24,89.78,86.82,88.23,552040
DATA,2015-12-15,89.45,90.2899,88.35,88.56,646735
DATA,2015-12-16,92.2,92.49,89.45,90.45,758364
DATA,2015-12-17,90.21,93.135,90.15,92.37,654867
DATA,2015-12-18,88.67,90.46,88.21,90.17,939741
DATA,2015-12-21,89.06,89.49,87.84,89.49,569406
DATA,2015-12-22,93.2,94.13,89.7326,89.83,1259568
DATA,2015-12-23,95.17,95.53,93.33,93.33,818198
DATA,2015-12-24,95.48,95.77,94.8,94.87,281042
DATA,2015-12-28,95.06,95.625,94.33,94.73,484162
DATA,2015-12-29,95.09,96.67,93.77,95.52,565651
DATA,2015-12-30,94.75,96.55,94.43,95.1,553009
DATA,2015-12-31,94.22,95.69,93.91,94.47,478491
DATA,2016-01-04,93.79,93.903,91.51,92.71,670113
DATA,2016-01-05,94.3,94.63,93.2901,94.22,518028
DATA,2016-01-06,93.5,94.72,92.01,92.86,853171
DATA,2016-01-07,88.57,93.14,88,91.28,1249746
DATA,2016-01-08,86.43,90.53,85.64,89.06,1120477
DATA,2016-01-11,87.13,87.66,85.22,86.8,791780
DATA,2016-01-12,88.49,90.99,85.58,88.34,804320
DATA,2016-01-13,82.15,89.54,81.12,87.96,1826076
DATA,2016-01-14,82.73,83.85,77.33,82.15,1563311
DATA,2016-01-15,81.06,81.71,77.15,79,1464981
DATA,2016-01-19,80.89,82.2599,78.65,81.73,1312000
DATA,2016-01-20,79.41,80.1,74.82,79.15,2119804
DATA,2016-01-21,80.74,83.26,78.22,79.74,1446178
DATA,2016-01-22,81.34,83.4,81.24,81.51,1353097
DATA,2016-01-25,77.75,81.82,77.35,81.12,1198563
DATA,2016-01-26,77.99,79.53,75.58,78.14,915952
DATA,2016-01-27,73.57,77.2299,73.2,77.15,2271256
DATA,2016-01-28,77.85,81.59,71.61,72.47,3549203
DATA,2016-01-29,80.24,80.93,77.81,77.81,1241262
DATA,2016-02-01,80.9,81.25,78.64,79.94,1011007
DATA,2016-02-02,78.83,81.01,78.66,81.01,1115055
DATA,2016-02-03,79.61,79.9695,73.73,77.92,1632020
DATA,2016-02-04,81.75,82.92,77.73,79.49,7890661
DATA,2016-02-05,41.33,45.64,40.04,44.05,21218500
DATA,2016-02-08,37.22,40.52,36.86,39.13,6912529
DATA,2016-02-09,39.23,40.59,36.6,36.6,5622687
DATA,2016-02-10,39.86,41.08,38.77,40.09,3229109
DATA,2016-02-11,39.98,40.38,38.52,39.12,1771235
DATA,2016-02-12,40.25,41.2,39.07,40.46,1979122
DATA,2016-02-16,40.17,41.74,39.78,40.97,2422498
DATA,2016-02-17,42.09,42.16,40.19,40.36,3071498
DATA,2016-02-18,41.09,42.4,40.96,41.91,1279162
DATA,2016-02-19,42.39,42.65,40.5101,41,1488346
DATA,2016-02-22,42.66,43.2,42.01,43.2,1595818
DATA,2016-02-23,40.84,42.6599,40.62,42.6,1651060
DATA,2016-02-24,42.07,42.16,39.62,40.5,1589562
DATA,2016-02-25,43.06,44.39,42.35,43.33,1787333
DATA,2016-02-26,44.41,45.14,43.01,43.91,2677348
DATA,2016-02-29,45.65,46.32,44.295,44.57,1965490
DATA,2016-03-01,48.6,48.63,46.05,46.41,2832477
DATA,2016-03-02,44.19,48.8528,44.09,48.44,4233119
DATA,2016-03-03,43.12,45.12,42.35,44.98,5723370
DATA,2016-03-04,42.75,44.5,42.69,43.49,4442387
DATA,2016-03-07,44.32,44.78,42.1,42.6,2626497
DATA,2016-03-08,43.64,44.946,43.56,43.88,1866155
DATA,2016-03-09,42.68,44.2558,42.45,44.09,2095568
DATA,2016-03-10,42.8,43.855,42.53,43,2229694
DATA,2016-03-11,44.97,45.4,43.1,43.22,1176795
DATA,2016-03-14,43.81,45.03,43.68,45,1137672
DATA,2016-03-15,42.55,43.82,42.12,43.53,1098338
DATA,2016-03-16,43.67,43.84,42.34,42.39,1492229
DATA,2016-03-17,43.22,43.84,42.83,43.42,1228558
DATA,2016-03-18,44.03,44.26,43.03,43.25,1818433
DATA,2016-03-21,43.62,44.4,43.43,44,1131074
DATA,2016-03-22,43.85,44.1,43.05,43.29,1536338
DATA,2016-03-23,42.19,44.02,42.08,43.85,1393579
DATA,2016-03-24,42.9,43.11,41.326,42,1128207
DATA,2016-03-28,43.93,44.83,43.59,43.86,1833100
DATA,2016-03-29,45.65,45.715,43.43,43.75,1313310
DATA,2016-03-30,45.36,46.44,44.73,45.83,1744035
DATA,2016-03-31,45.87,46.03,44.24,45.19,1202350
DATA,2016-04-01,45.86,46,44.7,45.39,1429819
DATA,2016-04-04,46.83,47.4699,45.41,45.74,1487684
DATA,2016-04-05,45.29,47.0489,45.27,46.2,1257783
DATA,2016-04-06,45.9,46.2,44.21,45.31,1211447
DATA,2016-04-07,45.43,46.25,44.84,45.66,1005420
DATA,2016-04-08,45.62,46.07,44.8,45.79,977309
DATA,2016-04-11,44.81,46.14,44.75,45.7,1039418
DATA,2016-04-12,44.01,45.14,43.8308,44.8,1320445
DATA,2016-04-13,47.88,47.995,44.19,44.35,2515464
DATA,2016-04-14,48.14,48.75,47.73,47.9,1450939
DATA,2016-04-15,48.17,48.39,47.49,48,762617
DATA,2016-04-18,48.82,49.18,47.615,47.91,1070525
DATA,2016-04-19,47,49.25,46.5,48.95,1593338
DATA,2016-04-20,47.77,48.28,46.79,47.6,1112415
DATA,2016-04-21,49.59,50.3396,48.745,48.77,1629865
DATA,2016-04-22,49.85,50.25,48.57,49.23,1496535
DATA,2016-04-25,49.86,50.8449,49.53,49.7,915781
DATA,2016-04-26,49.5,50.51,49.37,49.69,1226913
DATA,2016-04-27,49.63,50.53,49.37,49.37,1354100
DATA,2016-04-28,49.38,50.28,49.02,49.9,1494887
DATA,2016-04-29,51.7,51.78,49.5,49.64,2184831
DATA,2016-05-02,52.14,53.76,51.46,52,1974699
DATA,2016-05-03,50.72,52,50.26,51.77,1326544
DATA,2016-05-04,49.95,50.82,49.57,50.5,1698817
DATA,2016-05-05,50.98,51.08,49.31,50,3389021
DATA,2016-05-06,45.21,47.97,44.04,47.76,9002208
DATA,2016-05-09,46.39,47.17,45,45,2443073
DATA,2016-05-10,47.85,47.88,45.82,46.25,1618879
DATA,2016-05-11,49.26,49.66,47.68,47.99,1863496
DATA,2016-05-12,48.07,50.02,47.51,49.63,1792746
DATA,2016-05-13,48.35,48.6,47.48,48.08,1337590
DATA,2016-05-16,48.41,49.17,47.59,48.33,1183131
DATA,2016-05-17,47.38,48.94,47.2,48.38,2080116
DATA,2016-05-18,48.47,48.68,47.22,47.23,1452425
DATA,2016-05-19,48,49.28,47.53,48.2,1101575
DATA,2016-05-20,49.25,49.58,47.97,48.17,1322586
DATA,2016-05-23,48.99,49.74,48.4,49.09,1689347
DATA,2016-05-24,48.89,49.5,48.19,49.4,1849396
DATA,2016-05-25,49.35,49.9,48.94,49.32,1089480
DATA,2016-05-26,49.4,49.83,48.93,49.44,813372
DATA,2016-05-27,50.2,50.43,48.83,49.03,1127774
DATA,2016-05-31,51.44,52.31,50.15,50.4,4376480
DATA,2016-06-01,54.32,54.41,51,51.14,2540015
DATA,2016-06-02,56.16,56.27,53.55,53.79,2068711
DATA,2016-06-03,54.86,56,54.43,56,1450665
DATA,2016-06-06,55.7,55.908,54.2601,54.89,1247113
DATA,2016-06-07,55.33,55.795,54.39,55.31,2299188
DATA,2016-06-08,56.18,56.29,55.24,55.47,1474558
DATA,2016-06-09,55.47,56.18,55.26,55.96,1660337
DATA,2016-06-10,53.91,54.82,53.75,54.77,1497490
DATA,2016-06-13,54.38,55.72,53.64,53.94,1404406
DATA,2016-06-14,53.84,54.7489,53.34,54,950882
DATA,2016-06-15,54.64,55.43,53.85,53.97,1213197
DATA,2016-06-16,54.44,54.64,53.39,54.38,1219279
DATA,2016-06-17,54.14,54.46,53.525,54.24,1170610
DATA,2016-06-20,54.68,55.66,54.44,55,1155874
DATA,2016-06-21,54.94,55.48,54.51,54.98,688292
DATA,2016-06-22,54.31,54.85,53.67,54.68,1207222
DATA,2016-06-23,55.76,55.87,54.17,54.76,845052
DATA,2016-06-24,50.64,53.8387,50.31,53.8,2839475
DATA,2016-06-27,47.15,50.33,46.74,50.12,2529093
DATA,2016-06-28,48.11,48.61,47.49,48.03,1638431
DATA,2016-06-29,49.28,49.69,47.9999,48.56,1026247
DATA,2016-06-30,48.92,49.52,48.25,49.03,968881
DATA,2016-07-01,48.96,49.63,48.54,49.19,673204
DATA,2016-07-05,49.11,49.28,47.77,48.64,937061
DATA,2016-07-06,49.32,49.775,48.25,48.75,636940
DATA,2016-07-07,49.53,50.18,49.31,49.61,583786
DATA,2016-07-08,50.5,51.08,49.84,49.99,887374
DATA,2016-07-11,50.42,51.56,50.32,51.36,1290320
DATA,2016-07-12,53.13,53.71,50.49,50.6,2042441
DATA,2016-07-13,52.48,53.52,52.3601,53.52,777505
DATA,2016-07-14,53.27,53.73,52.913,53.01,693513
DATA,2016-07-15,53.19,53.4751,52.59,53.43,437245
DATA,2016-07-18,53.63,53.81,53,53.23,400052
DATA,2016-07-19,53.63,54.33,53.31,53.77,692393
DATA,2016-07-20,57.03,57.82,54.61,54.83,2622920
DATA,2016-07-21,54.95,57.03,54.8,56.95,854481
DATA,2016-07-22,57.06,57.28,54.81,55.2,849834
DATA,2016-07-25,55.68,55.97,54.11,54.93,1521382
DATA,2016-07-26,56.13,56.25,55.6,55.68,972610
DATA,2016-07-27,56.09,57.05,55.62,56.52,858551
DATA,2016-07-28,56.95,57.25,56.11,57.08,1182676
DATA,2016-07-29,56.51,57,55.21,56.91,1023926
DATA,2016-08-01,56.44,57.12,55.62,56.3,1098777
DATA,2016-08-02,56.4,57.14,55.63,56.18,2598519
DATA,2016-08-03,53.2,53.5,50.27,52.87,6005000
DATA,2016-08-04,52.73,53.999,52.72,53.16,1547631
DATA,2016-08-05,53.71,53.75,52.79,52.82,1116110
DATA,2016-08-08,53.19,54.39,53.11,54,836809
DATA,2016-08-09,52.95,53.2225,51.86,53,1355415
DATA,2016-08-10,52.82,53.18,52.05,52.9,675751
DATA,2016-08-11,53.73,53.995,52.71,52.84,871274
DATA,2016-08-12,53.85,53.86,53.265,53.65,797014
DATA,2016-08-15,54.63,54.9,53.76,53.93,627834
DATA,2016-08-16,54.25,55.54,54.08,54.96,1135008
DATA,2016-08-17,53.84,54.69,53.67,54.04,1065256
DATA,2016-08-18,54.47,54.66,53.51,53.7,592845
DATA,2016-08-19,55.25,55.31,54.01,54.09,789663
DATA,2016-08-22,54.87,55.23,54.55,54.79,741655
DATA,2016-08-23,62.22,62.53,58.79,59.14,7498900
DATA,2016-08-24,60.49,62.03,60.19,62.02,3033800
DATA,2016-08-25,59.79,60.24,58.81,59,1679075
DATA,2016-08-26,59.27,60,58.39,59.65,1520811
DATA,2016-08-29,59.33,59.82,58.54,59.26,660106
DATA,2016-08-30,58.91,59.9,58.56,59.25,823810
DATA,2016-08-31,58.03,58.72,57.77,58.61,650349
DATA,2016-09-01,58.03,58.33,57.29,57.64,577319
DATA,2016-09-02,58.46,58.75,57.84,58.35,637194
DATA,2016-09-06,58.7,59.695,58.51,58.55,742316
DATA,2016-09-07,58.34,59.58,58.23,58.59,902135
DATA,2016-09-08,57.4,58.6,57.29,58.3,631421
DATA,2016-09-09,57.55,57.94,56.41,57.14,1171432
DATA,2016-09-12,57.08,57.4199,56.21,57.06,928080
DATA,2016-09-13,55.5,57.39,55.08,56.51,1007017
DATA,2016-09-14,55.38,56.43,54.9,55.44,1241555
DATA,2016-09-15,55.16,55.64,54.64,55.28,1171439
DATA,2016-09-16,54.87,55.339,54.37,55.16,1074295
DATA,2016-09-19,54.18,55.43,54.08,55.37,746389
DATA,2016-09-20,53.31,54.75,53.155,54.25,1092153
DATA,2016-09-21,53.81,53.88,52.91,53.63,1016291
DATA,2016-09-22,54.48,54.69,53.53,54.39,656806
DATA,2016-09-23,54.41,54.99,53.99,54.53,673740
DATA,2016-09-26,53.96,54.35,53.59,54.09,525187
DATA,2016-09-27,54.81,55.05,53.97,53.97,633293
DATA,2016-09-28,55.88,55.93,54.95,54.99,767097
DATA,2016-09-29,54.74,56.14,54.55,55.86,711062
DATA,2016-09-30,55.27,55.54,54.02,54.93,762389
DATA,2016-10-03,56.02,56.22,55.26,55.28,715509
DATA,2016-10-04,55.71,56.23,55.56,56.2,580398
DATA,2016-10-05,53.78,55.53,53.7,55.52,1426082
DATA,2016-10-06,51.63,53.69,51.43,53.69,2130834
DATA,2016-10-07,50.41,51.429,50.2,51.38,1740214
DATA,2016-10-10,50.83,51.82,50.5,50.5,1111602
DATA,2016-10-11,49.94,51.63,49.76,50.81,1433614
DATA,2016-10-12,49.35,50.14,49.07,49.69,776945
DATA,2016-10-13,48.93,49.07,47.91,48.67,1412053
DATA,2016-10-14,48.03,50.06,48,48.89,1289006
DATA,2016-10-17,47.2,48.16,47.14,48.03,1304964
DATA,2016-10-18,47.23,48.0774,47.1,47.87,831847
DATA,2016-10-19,48.91,53.02,48.5,50.04,6468284
DATA,2016-10-20,49.02,49.55,47.81,48.3,1920134
DATA,2016-10-21,48.25,48.39,47.21,48,1897877
DATA,2016-10-24,48.9,49.1,48.1,48.68,1227773
DATA,2016-10-25,47.87,48.91,47.74,48.73,1318307
DATA,2016-10-26,48.11,48.56,47.68,47.76,891816
DATA,2016-10-27,47.64,49.13,47.415,48.7,994063
DATA,2016-10-28,47.82,48.17,47.28,47.3,2222825
DATA,2016-10-31,48.05,48.275,47.31,48,1904769
DATA,2016-11-01,49.51,49.65,48.03,48.05,3695078
DATA,2016-11-02,43.51,45.72,42.8248,44.23,8043467
DATA,2016-11-03,43.59,44.15,42.7,43.14,1922564
DATA,2016-11-04,44.7,45.545,43.77,43.77,2010389
DATA,2016-11-07,45.65,46.445,45.12,45.58,1100956
DATA,2016-11-08,46.2,46.48,45.01,45.58,972496
DATA,2016-11-09,46.98,47.72,44.91,44.97,1366554
DATA,2016-11-10,47.32,48.68,46.3,47.59,1413544
DATA,2016-11-11,47.41,47.55,46.19,47.07,1227202
DATA,2016-11-14,46,47.99,45.72,47.83,1647819
DATA,2016-11-15,46.55,47,45.6,46.12,1157949
DATA,2016-11-16,45.95,46.72,45.74,46.33,1151592
DATA,2016-11-17,47.2,47.7,45.47,45.79,1206302
DATA,2016-11-18,46.47,47.87,46.03,47.73,1028403
DATA,2016-11-21,47.25,47.31,46.29,46.59,761342
DATA,2016-11-22,47.43,47.68,46.64,46.98,683214
DATA,2016-11-23,46.86,47.32,46.64,47.06,600224
DATA,2016-11-25,47.02,47.21,46.15,46.86,286321
DATA,2016-11-28,45.72,47.47,45.52,46.96,715676
DATA,2016-11-29,45.37,46.02,45.1,45.7,782802
DATA,2016-11-30,44.88,45.95,44.6,45.9,651796
DATA,2016-12-01,44.18,45.44,43.25,44.79,1366192
DATA,2016-12-02,44.34,44.55,42.24,42.44,1264022
DATA,2016-12-05,45.42,45.93,44.39,44.54,1119013
DATA,2016-12-06,45.36,45.8,44.95,45.39,1101458
DATA,2016-12-07,45.57,46.08,44.77,45.18,869496
DATA,2016-12-08,45.65,46.06,45.26,45.64,581538
DATA,2016-12-09,45.95,46.97,45.52,45.79,973766
DATA,2016-12-12,44.84,45.94,44.12,45.81,944888
DATA,2016-12-13,45,46.08,44.53,44.72,901802
DATA,2016-12-14,43.99,44.85,43.78,44.85,901810
DATA,2016-12-15,44.22,44.87,43.71,43.78,701502
DATA,2016-12-16,44.02,44.75,43.79,44.15,722356
DATA,2016-12-19,43.09,44.22,42.96,44.03,1007102
DATA,2016-12-20,42.66,43.68,42.42,43.21,890407
DATA,2016-12-21,42.35,42.93,41.83,42.85,1332800
DATA,2016-12-22,41.67,42.46,41.5466,42.28,908784
DATA,2016-12-23,42.12,42.16,41.51,41.6,485104
DATA,2016-12-27,42.71,43.13,42.14,42.14,423970
DATA,2016-12-28,41.84,42.96,41.61,42.79,622371
DATA,2016-12-29,41.68,42.02,41.41,41.71,564440
DATA,2016-12-30,42.15,42.34,41.61,41.81,770190
DATA,2017-01-03,43.32,44.15,41.65,41.65,1195872
DATA,2017-01-04,45.06,45.29,43.33,43.4,1688568
DATA,2017-01-05,44.81,45.3,44.2,44.51,1096759
DATA,2017-01-06,44.98,45.29,44.79,44.99,694057
DATA,2017-01-09,45.24,45.46,44.6701,45.02,780252
DATA,2017-01-10,45.19,45.51,44.5,45.37,776883
DATA,2017-01-11,45.2,45.65,44.63,45.17,748941
